name;price;info;link;is_available;"Тип корпуса";Приемник/Излучатель;"Материал корпуса";"Зона чувствительности, м";"Вид подключения";"Температура окружающей среды";"Длина кабеля, м";Особенности;"Схема выхода";"Функция выхода";"Частота переключения, Гц";Тип;"Направление оптической оси";"Зона чувствительности, мм";"Вид излучения";"Материал линз";"Тип переключения";"Обозначение резьбы";"Максимальное расстояние срабатывания, мм";"Температура объекта воздействия";"Угол поля зрения";"Материал кабеля";"Цвет излучения";"Степень защиты корпуса";"Функция защиты";"Количество лучей";"Разрешение, мм";"Высота контролируемой зоны, мм";"Время срабатывания, мс";"Защита коммутационного элемента";"Рабочее напряжение, В";"Аналоговый выход"
"Световой барьер
ВБО-ЭК20-200Р-16";"52 627 ?
Цена с НДС 20%";"Тип: Световой барьер безопасности; Материал корпуса: Алюминиевый сплав; Функция защиты: Защита кистей; Схема выхода: PNP/NPN; Количество лучей: 10; Разрешение, мм: 20; Высота контролируемой зоны, мм: 200; Функция выхода: НО/НЗ; Зона чувствительности, м: 1 - 16; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: -25…+70 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbo-ek20-200r-16-2/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"1 - 16";"Разъем M12 ? 1";"-25…+70 °С";;;PNP/NPN;НО/НЗ;;"Световой барьер безопасности";;;;;;;;;;;;IP67;"Защита кистей";10;20;200;;;;
"Световой барьер
ВБО-ЭК20-200Р-4";"50 827 ?
Цена с НДС 20%";"Тип: Световой барьер безопасности; Материал корпуса: Алюминиевый сплав; Функция защиты: Защита кистей; Схема выхода: PNP/NPN; Количество лучей: 10; Разрешение, мм: 20; Высота контролируемой зоны, мм: 200; Функция выхода: НО/НЗ; Зона чувствительности, м: 0,2 - 4; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: -25…+70 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbo-ek20-200r-4-2/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"0,2 - 4";"Разъем M12 ? 1";"-25…+70 °С";;;PNP/NPN;НО/НЗ;;"Световой барьер безопасности";;;;;;;;;;;;IP67;"Защита кистей";10;20;200;;;;
"Световой барьер
ВБО-ЭК20-400Р-16";"80 587 ?
Цена с НДС 20%";"Тип: Световой барьер безопасности; Материал корпуса: Алюминиевый сплав; Функция защиты: Защита кистей; Схема выхода: PNP/NPN; Количество лучей: 20; Разрешение, мм: 20; Высота контролируемой зоны, мм: 400; Функция выхода: НО/НЗ; Зона чувствительности, м: 1 - 16; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: -25…+70 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbo-ek20-400r-16-2/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"1 - 16";"Разъем M12 ? 1";"-25…+70 °С";;;PNP/NPN;НО/НЗ;;"Световой барьер безопасности";;;;;;;;;;;;IP67;"Защита кистей";20;20;400;;;;
"Световой барьер
ВБО-ЭК20-400Р-4";"77 107 ?
Цена с НДС 20%";"Тип: Световой барьер безопасности; Материал корпуса: Алюминиевый сплав; Функция защиты: Защита кистей; Схема выхода: PNP/NPN; Количество лучей: 20; Разрешение, мм: 20; Высота контролируемой зоны, мм: 400; Функция выхода: НО/НЗ; Зона чувствительности, м: 0,2 - 4; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: -25…+70 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbo-ek20-400r-4-2/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"0,2 - 4";"Разъем M12 ? 1";"-25…+70 °С";;;PNP/NPN;НО/НЗ;;"Световой барьер безопасности";;;;;;;;;;;;IP67;"Защита кистей";20;20;400;;;;
"Световой барьер
ВБО-ЭК20-600Р-16";"115 224 ?
Цена с НДС 20%";"Тип: Световой барьер безопасности; Материал корпуса: Алюминиевый сплав; Функция защиты: Защита кистей; Схема выхода: PNP/NPN; Количество лучей: 30; Разрешение, мм: 20; Высота контролируемой зоны, мм: 600; Функция выхода: НО/НЗ; Зона чувствительности, м: 1 - 16; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: -25…+70 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbo-ek20-600r-16-2/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"1 - 16";"Разъем M12 ? 1";"-25…+70 °С";;;PNP/NPN;НО/НЗ;;"Световой барьер безопасности";;;;;;;;;;;;IP67;"Защита кистей";30;20;600;;;;
"Световой барьер
ВБО-ЭК20-600Р-4";"113 653 ?
Цена с НДС 20%";"Тип: Световой барьер безопасности; Материал корпуса: Алюминиевый сплав; Функция защиты: Защита кистей; Схема выхода: PNP/NPN; Количество лучей: 30; Разрешение, мм: 20; Высота контролируемой зоны, мм: 600; Функция выхода: НО/НЗ; Зона чувствительности, м: 0,2 - 4; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: -25…+70 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbo-ek20-600r-4-2/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"0,2 - 4";"Разъем M12 ? 1";"-25…+70 °С";;;PNP/NPN;НО/НЗ;;"Световой барьер безопасности";;;;;;;;;;;;IP67;"Защита кистей";30;20;600;;;;
"Световой барьер
ВБО-ЭК20-800Р-16";"150 563 ?
Цена с НДС 20%";"Тип: Световой барьер безопасности; Материал корпуса: Алюминиевый сплав; Функция защиты: Защита кистей; Схема выхода: PNP/NPN; Количество лучей: 40; Разрешение, мм: 20; Высота контролируемой зоны, мм: 800; Функция выхода: НО/НЗ; Зона чувствительности, м: 1 - 16; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: -25…+70 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbo-ek20-800r-16-2/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"1 - 16";"Разъем M12 ? 1";"-25…+70 °С";;;PNP/NPN;НО/НЗ;;"Световой барьер безопасности";;;;;;;;;;;;IP67;"Защита кистей";40;20;800;;;;
"Световой барьер
ВБО-ЭК20-800Р-4";"146 123 ?
Цена с НДС 20%";"Тип: Световой барьер безопасности; Материал корпуса: Алюминиевый сплав; Функция защиты: Защита кистей; Схема выхода: PNP/NPN; Количество лучей: 40; Разрешение, мм: 20; Высота контролируемой зоны, мм: 800; Функция выхода: НО/НЗ; Зона чувствительности, м: 0,2 - 4; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: -25…+70 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbo-ek20-800r-4-2/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"0,2 - 4";"Разъем M12 ? 1";"-25…+70 °С";;;PNP/NPN;НО/НЗ;;"Световой барьер безопасности";;;;;;;;;;;;IP67;"Защита кистей";40;20;800;;;;
"Световой барьер
ВБО-ЭК40-1000Р-16";"173 522 ?
Цена с НДС 20%";"Тип: Световой барьер безопасности; Материал корпуса: Алюминиевый сплав; Функция защиты: Защита тела; Схема выхода: PNP/NPN; Количество лучей: 25; Разрешение, мм: 40; Высота контролируемой зоны, мм: 1000; Функция выхода: НО/НЗ; Зона чувствительности, м: 1 - 16; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: -25…+70 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbo-ek40-1000r-16-2/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"1 - 16";"Разъем M12 ? 1";"-25…+70 °С";;;PNP/NPN;НО/НЗ;;"Световой барьер безопасности";;;;;;;;;;;;IP67;"Защита тела";25;40;1000;;;;
"Световой барьер
ВБО-ЭК40-1000Р-4";"168 482 ?
Цена с НДС 20%";"Тип: Световой барьер безопасности; Материал корпуса: Алюминиевый сплав; Функция защиты: Защита тела; Схема выхода: PNP/NPN; Количество лучей: 25; Разрешение, мм: 40; Высота контролируемой зоны, мм: 1000; Функция выхода: НО/НЗ; Зона чувствительности, м: 0,2 - 4; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: -25…+70 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbo-ek40-1000r-4-2/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"0,2 - 4";"Разъем M12 ? 1";"-25…+70 °С";;;PNP/NPN;НО/НЗ;;"Световой барьер безопасности";;;;;;;;;;;;IP67;"Защита тела";25;40;1000;;;;
"Световой барьер
ВБО-ЭК40-1200Р-16";"188 586 ?
Цена с НДС 20%";"Тип: Световой барьер безопасности; Материал корпуса: Алюминиевый сплав; Функция защиты: Защита тела; Схема выхода: PNP/NPN; Количество лучей: 30; Разрешение, мм: 40; Высота контролируемой зоны, мм: 1200; Функция выхода: НО/НЗ; Зона чувствительности, м: 1 - 16; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: -25…+70 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbo-ek40-1200r-16-2/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"1 - 16";"Разъем M12 ? 1";"-25…+70 °С";;;PNP/NPN;НО/НЗ;;"Световой барьер безопасности";;;;;;;;;;;;IP67;"Защита тела";30;40;1200;;;;
"Световой барьер
ВБО-ЭК40-1200Р-4";"183 834 ?
Цена с НДС 20%";"Тип: Световой барьер безопасности; Материал корпуса: Алюминиевый сплав; Функция защиты: Защита тела; Схема выхода: PNP/NPN; Количество лучей: 30; Разрешение, мм: 40; Высота контролируемой зоны, мм: 1200; Функция выхода: НО/НЗ; Зона чувствительности, м: 0,2 - 4; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: -25…+70 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbo-ek40-1200r-4-2/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"0,2 - 4";"Разъем M12 ? 1";"-25…+70 °С";;;PNP/NPN;НО/НЗ;;"Световой барьер безопасности";;;;;;;;;;;;IP67;"Защита тела";30;40;1200;;;;
"Световой барьер
ВБО-ЭК40-1400Р-16";"186 934 ?
Цена с НДС 20%";"Тип: Световой барьер безопасности; Материал корпуса: Алюминиевый сплав; Функция защиты: Защита тела; Схема выхода: PNP/NPN; Количество лучей: 35; Разрешение, мм: 40; Высота контролируемой зоны, мм: 1400; Функция выхода: НО/НЗ; Зона чувствительности, м: 0,2 - 4; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: -25…+70 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbo-ek40-1400r-16-2/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"0,2 - 4";"Разъем M12 ? 1";"-25…+70 °С";;;PNP/NPN;НО/НЗ;;"Световой барьер безопасности";;;;;;;;;;;;IP67;"Защита тела";35;40;1400;;;;
"Световой барьер
ВБО-ЭК40-1400Р-4";"181 391 ?
Цена с НДС 20%";"Тип: Световой барьер безопасности; Материал корпуса: Алюминиевый сплав; Функция защиты: Защита тела; Схема выхода: PNP/NPN; Количество лучей: 35; Разрешение, мм: 40; Высота контролируемой зоны, мм: 1400; Функция выхода: НО/НЗ; Зона чувствительности, м: 0,2 - 4; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: -25…+70 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbo-ek40-1400r-4-2/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"0,2 - 4";"Разъем M12 ? 1";"-25…+70 °С";;;PNP/NPN;НО/НЗ;;"Световой барьер безопасности";;;;;;;;;;;;IP67;"Защита тела";35;40;1400;;;;
"Световой барьер
ВБО-ЭК40-1600Р-16";"223 447 ?
Цена с НДС 20%";"Тип: Световой барьер безопасности; Материал корпуса: Алюминиевый сплав; Функция защиты: Защита тела; Схема выхода: PNP/NPN; Количество лучей: 40; Разрешение, мм: 40; Высота контролируемой зоны, мм: 1600; Функция выхода: НО/НЗ; Зона чувствительности, м: 1 - 16; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: -25…+70 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbo-ek40-1600r-16-2/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"1 - 16";"Разъем M12 ? 1";"-25…+70 °С";;;PNP/NPN;НО/НЗ;;"Световой барьер безопасности";;;;;;;;;;;;IP67;"Защита тела";40;40;1600;;;;
"Световой барьер
ВБО-ЭК40-1600Р-4";"216 247 ?
Цена с НДС 20%";"Тип: Световой барьер безопасности; Материал корпуса: Алюминиевый сплав; Функция защиты: Защита тела; Схема выхода: PNP/NPN; Количество лучей: 40; Разрешение, мм: 40; Высота контролируемой зоны, мм: 1600; Функция выхода: НО/НЗ; Зона чувствительности, м: 0,2 - 4; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: -25…+70 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbo-ek40-1600r-4-2/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"0,2 - 4";"Разъем M12 ? 1";"-25…+70 °С";;;PNP/NPN;НО/НЗ;;"Световой барьер безопасности";;;;;;;;;;;;IP67;"Защита тела";40;40;1600;;;;
"Световой барьер
ВБО-ЭК40-400Р-16";"68 214 ?
Цена с НДС 20%";"Тип: Световой барьер безопасности; Материал корпуса: Алюминиевый сплав; Функция защиты: Защита тела; Схема выхода: PNP/NPN; Количество лучей: 10; Разрешение, мм: 40; Высота контролируемой зоны, мм: 400; Функция выхода: НО/НЗ; Зона чувствительности, м: 1 - 16; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: -25…+70 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbo-ek40-400r-16-2/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"1 - 16";"Разъем M12 ? 1";"-25…+70 °С";;;PNP/NPN;НО/НЗ;;"Световой барьер безопасности";;;;;;;;;;;;IP67;"Защита тела";10;40;400;;;;
"Световой барьер
ВБО-ЭК40-400Р-4";"66 628 ?
Цена с НДС 20%";"Тип: Световой барьер безопасности; Материал корпуса: Алюминиевый сплав; Функция защиты: Защита тела; Схема выхода: PNP/NPN; Количество лучей: 10; Разрешение, мм: 40; Высота контролируемой зоны, мм: 400; Функция выхода: НО/НЗ; Зона чувствительности, м: 0,2 - 4; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: -25…+70 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbo-ek40-400r-4-2/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"0,2 - 4";"Разъем M12 ? 1";"-25…+70 °С";;;PNP/NPN;НО/НЗ;;"Световой барьер безопасности";;;;;;;;;;;;IP67;"Защита тела";10;40;400;;;;
"Световой барьер
ВБО-ЭК40-600Р-16";"104 688 ?
Цена с НДС 20%";"Тип: Световой барьер безопасности; Материал корпуса: Алюминиевый сплав; Функция защиты: Защита тела; Схема выхода: PNP/NPN; Количество лучей: 15; Разрешение, мм: 40; Высота контролируемой зоны, мм: 600; Функция выхода: НО/НЗ; Зона чувствительности, м: 1 - 16; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: -25…+70 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbo-ek40-600r-16-2/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"1 - 16";"Разъем M12 ? 1";"-25…+70 °С";;;PNP/NPN;НО/НЗ;;"Световой барьер безопасности";;;;;;;;;;;;IP67;"Защита тела";15;40;600;;;;
"Световой барьер
ВБО-ЭК40-600Р-4";"102 310 ?
Цена с НДС 20%";"Тип: Световой барьер безопасности; Материал корпуса: Алюминиевый сплав; Функция защиты: Защита тела; Схема выхода: PNP/NPN; Количество лучей: 15; Разрешение, мм: 40; Высота контролируемой зоны, мм: 600; Функция выхода: НО/НЗ; Зона чувствительности, м: 0,2 - 4; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: -25…+70 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbo-ek40-600r-4-2/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"0,2 - 4";"Разъем M12 ? 1";"-25…+70 °С";;;PNP/NPN;НО/НЗ;;"Световой барьер безопасности";;;;;;;;;;;;IP67;"Защита тела";15;40;600;;;;
"Световой барьер
ВБО-ЭК40-800Р-16";"124 898 ?
Цена с НДС 20%";"Тип: Световой барьер безопасности; Материал корпуса: Алюминиевый сплав; Функция защиты: Защита тела; Схема выхода: PNP/NPN; Количество лучей: 20; Разрешение, мм: 40; Высота контролируемой зоны, мм: 800; Функция выхода: НО/НЗ; Зона чувствительности, м: 1 - 16; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: -25…+70 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbo-ek40-800r-16-2/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"1 - 16";"Разъем M12 ? 1";"-25…+70 °С";;;PNP/NPN;НО/НЗ;;"Световой барьер безопасности";;;;;;;;;;;;IP67;"Защита тела";20;40;800;;;;
"Световой барьер
ВБО-ЭК40-800Р-4";"121 732 ?
Цена с НДС 20%";"Тип: Световой барьер безопасности; Материал корпуса: Алюминиевый сплав; Функция защиты: Защита тела; Схема выхода: PNP/NPN; Количество лучей: 20; Разрешение, мм: 40; Высота контролируемой зоны, мм: 800; Функция выхода: НО/НЗ; Зона чувствительности, м: 0,2 - 4; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: -25…+70 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbo-ek40-800r-4-2/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"0,2 - 4";"Разъем M12 ? 1";"-25…+70 °С";;;PNP/NPN;НО/НЗ;;"Световой барьер безопасности";;;;;;;;;;;;IP67;"Защита тела";20;40;800;;;;
"Оптический барьер
ВБО-ЭКТК10-100Р-4";"208 884 ?
Цена с НДС 20%";"Тип: Оптический барьер с термокожухом; Материал корпуса: Алюминиевый сплав; Количество лучей: 10; Схема выхода: PNP/NPN; Разрешение, мм: 10; Время срабатывания, мс: 50; Высота контролируемой зоны, мм: 100; Функция выхода: НО/НЗ; Зона чувствительности, м: 0,2 - 4; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: +1…+150 °С; Защита коммутационного элемента: Тактовая";https://sensor-com.ru/sensors/vbo-ektk10-100r-4/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"0,2 - 4";"Разъем M12 ? 1";"+1…+150 °С";;;PNP/NPN;НО/НЗ;;"Оптический барьер с термокожухом";;;;;;;;;;;;;;10;10;100;50;Тактовая;;
"Оптический барьер
ВБО-ЭКТК10-200Р-4";"224 952 ?
Цена с НДС 20%";"Тип: Оптический барьер с термокожухом; Материал корпуса: Алюминиевый сплав; Количество лучей: 20; Схема выхода: PNP/NPN; Разрешение, мм: 10; Время срабатывания, мс: 50; Высота контролируемой зоны, мм: 200; Функция выхода: НО/НЗ; Зона чувствительности, м: 0,2 - 4; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: +1…+150 °С; Защита коммутационного элемента: Тактовая";https://sensor-com.ru/sensors/vbo-ektk10-200r-4/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"0,2 - 4";"Разъем M12 ? 1";"+1…+150 °С";;;PNP/NPN;НО/НЗ;;"Оптический барьер с термокожухом";;;;;;;;;;;;;;20;10;200;50;Тактовая;;
"Оптический барьер
ВБО-ЭКТК20-200Р-16";"215 311 ?
Цена с НДС 20%";"Тип: Оптический барьер с термокожухом; Материал корпуса: Алюминиевый сплав; Количество лучей: 10; Схема выхода: PNP/NPN; Разрешение, мм: 20; Время срабатывания, мс: 50; Высота контролируемой зоны, мм: 200; Функция выхода: НО/НЗ; Зона чувствительности, м: 1 - 16; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: +1…+150 °С; Защита коммутационного элемента: Тактовая";https://sensor-com.ru/sensors/vbo-ektk20-200r-16/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"1 - 16";"Разъем M12 ? 1";"+1…+150 °С";;;PNP/NPN;НО/НЗ;;"Оптический барьер с термокожухом";;;;;;;;;;;;;;10;20;200;50;Тактовая;;
"Оптический барьер
ВБО-ЭКТК20-200Р-4";"215 311 ?
Цена с НДС 20%";"Тип: Оптический барьер с термокожухом; Материал корпуса: Алюминиевый сплав; Количество лучей: 10; Схема выхода: PNP/NPN; Разрешение, мм: 20; Время срабатывания, мс: 50; Высота контролируемой зоны, мм: 200; Функция выхода: НО/НЗ; Зона чувствительности, м: 0,2 - 4; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: +1…+150 °С; Защита коммутационного элемента: Тактовая";https://sensor-com.ru/sensors/vbo-ektk20-200r-4/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"0,2 - 4";"Разъем M12 ? 1";"+1…+150 °С";;;PNP/NPN;НО/НЗ;;"Оптический барьер с термокожухом";;;;;;;;;;;;;;10;20;200;50;Тактовая;;
"Оптический датчик
ДОГ-М18-76В-2113-СА";"45 787 ?
Цена с НДС 20%";"Тип корпуса: Цилиндрический с резьбой; Материал корпуса: Латунь никелированная; Обозначение резьбы: M18 x 1; Максимальное расстояние срабатывания, мм: 5000; Схема выхода: PNP; Температура объекта воздействия: 250-600°С; Угол поля зрения: 10°; Функция выхода: НО/НЗ; Вид подключения: Кабель; Температура окружающей среды: -25…+80°С; Частота переключения, Гц: 250; Материал кабеля: ПВС";https://sensor-com.ru/sensors/dog-m18-76v-2113-sa/;"Под заказ от 3 нед.";"Цилиндрический с резьбой";;"Латунь никелированная";;Кабель;-25…+80°С;;;PNP;НО/НЗ;250;;;;;;;"M18 x 1";5000;250-600°С;10°;ПВС;;;;;;;;;;
"Детектор горячего металла
ДОГ-ТК1-1113-СА";"91 001 ?
Цена с НДС 20%";"Количество лучей: 1; Максимальное расстояние срабатывания, мм: 5000; Температура объекта воздействия: 700-1100°С; Схема выхода: PNP; Функция выхода: НО/НЗ; Угол поля зрения: 10°; Рабочее напряжение, В: 10-30 DC; Частота переключения, Гц: 30";https://sensor-com.ru/sensors/dog-tk1-1113-sa/;"Под заказ от 3 нед.";;;;;;;;;PNP;НО/НЗ;30;;;;;;;;5000;700-1100°С;10°;;;;;1;;;;;"10-30 DC";
"Детектор горячего металла
ДОГ-ТК1-2113-СА";"136 500 ?
Цена с НДС 20%";"Количество лучей: 1; Максимальное расстояние срабатывания, мм: 5000; Температура объекта воздействия: 250-600°С; Схема выхода: PNP; Функция выхода: НО/НЗ; Угол поля зрения: 10°; Рабочее напряжение, В: 10-30 DC; Частота переключения, Гц: 250";https://sensor-com.ru/sensors/dog-tk1-2113-sa/;"Под заказ от 3 нед.";;;;;;;;;PNP;НО/НЗ;250;;;;;;;;5000;250-600°С;10°;;;;;1;;;;;"10-30 DC";
"Детектор горячего металла
ДОГ-ТК31-1113-СА";"130 001 ?
Цена с НДС 20%";"Количество лучей: 1; Максимальное расстояние срабатывания, мм: 5000; Температура объекта воздействия: 700-1100°С; Схема выхода: PNP; Функция выхода: НО/НЗ; Угол поля зрения: 10°; Рабочее напряжение, В: 10-30 DC; Частота переключения, Гц: 30";https://sensor-com.ru/sensors/dog-tk31-1113-sa/;"Под заказ от 3 нед.";;;;;;;;;PNP;НО/НЗ;30;;;;;;;;5000;700-1100°С;10°;;;;;1;;;;;"10-30 DC";
"Детектор горячего металла
ДОГ-ТК31-2113-СА";"175 500 ?
Цена с НДС 20%";"Количество лучей: 1; Максимальное расстояние срабатывания, мм: 5000; Температура объекта воздействия: 250-600°С; Схема выхода: PNP; Функция выхода: НО/НЗ; Угол поля зрения: 10°; Рабочее напряжение, В: 10-30 DC; Частота переключения, Гц: 250";https://sensor-com.ru/sensors/dog-tk31-2113-sa/;"Под заказ от 3 нед.";;;;;;;;;PNP;НО/НЗ;250;;;;;;;;5000;250-600°С;10°;;;;;1;;;;;"10-30 DC";
"Детектор горячего металла
ДОГ-ТК32-1113-СА";"156 000 ?
Цена с НДС 20%";"Количество лучей: 2; Максимальное расстояние срабатывания, мм: 5000; Температура объекта воздействия: 700-1100°С; Схема выхода: PNP; Функция выхода: НО/НЗ; Угол поля зрения: 10°; Рабочее напряжение, В: 10-30 DC; Частота переключения, Гц: 30";https://sensor-com.ru/sensors/dog-tk32-1113-sa/;"Под заказ от 3 нед.";;;;;;;;;PNP;НО/НЗ;30;;;;;;;;5000;700-1100°С;10°;;;;;2;;;;;"10-30 DC";
"Детектор горячего металла
ДОГ-ТК32-2113-СА";"253 500 ?
Цена с НДС 20%";"Количество лучей: 2; Максимальное расстояние срабатывания, мм: 5000; Температура объекта воздействия: 250-600°С; Схема выхода: PNP; Функция выхода: НО/НЗ; Угол поля зрения: 10°; Рабочее напряжение, В: 10-30 DC; Частота переключения, Гц: 250";https://sensor-com.ru/sensors/dog-tk32-2113-sa/;"Под заказ от 3 нед.";;;;;;;;;PNP;НО/НЗ;250;;;;;;;;5000;250-600°С;10°;;;;;2;;;;;"10-30 DC";
"Детектор горячего металла
ДОГ-ТК33-1113-СА";"182 000 ?
Цена с НДС 20%";"Количество лучей: 3; Максимальное расстояние срабатывания, мм: 5000; Температура объекта воздействия: 700-1100°С; Схема выхода: PNP; Функция выхода: НО/НЗ; Угол поля зрения: 10°; Рабочее напряжение, В: 10-30 DC; Частота переключения, Гц: 30";https://sensor-com.ru/sensors/dog-tk33-1113-sa/;"Под заказ от 3 нед.";;;;;;;;;PNP;НО/НЗ;30;;;;;;;;5000;700-1100°С;10°;;;;;3;;;;;"10-30 DC";
"Детектор горячего металла
ДОГ-ТК33-2113-СА";"331 500 ?
Цена с НДС 20%";"Количество лучей: 3; Максимальное расстояние срабатывания, мм: 5000; Температура объекта воздействия: 250-600°С; Схема выхода: PNP; Функция выхода: НО/НЗ; Угол поля зрения: 10°; Рабочее напряжение, В: 10-30 DC; Частота переключения, Гц: 250";https://sensor-com.ru/sensors/dog-tk33-2113-sa/;"Под заказ от 3 нед.";;;;;;;;;PNP;НО/НЗ;250;;;;;;;;5000;250-600°С;10°;;;;;3;;;;;"10-30 DC";
"Оптический датчик
ДОМ-М18-76В-0113-СА.01";"10 520 ?
Цена с НДС 20%";"Тип: Датчик цветных меток; Тип корпуса: Цилиндрический с резьбой; Материал корпуса: Латунь никелированная; Схема выхода: PNP; Зона чувствительности, мм: 5 - 10; Цвет излучения: Оранжевый; Функция выхода: НО/НЗ; Вид подключения: Кабель; Температура окружающей среды: -25…+80 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/dom-m18-76v-0113-sa_01/;"Под заказ от 3 нед.";"Цилиндрический с резьбой";;"Латунь никелированная";;Кабель;"-25…+80 °С";;;PNP;НО/НЗ;;"Датчик цветных меток";;"5 - 10";;;;;;;;;Оранжевый;IP67;;;;;;;;
"Оптический датчик
ДОМ-М18-76В-0113-СА.02";"10 520 ?
Цена с НДС 20%";"Тип: Датчик цветных меток; Тип корпуса: Цилиндрический с резьбой; Материал корпуса: Латунь никелированная; Схема выхода: PNP; Зона чувствительности, мм: 5 - 10; Цвет излучения: Зеленый; Функция выхода: НО/НЗ; Вид подключения: Кабель; Температура окружающей среды: -25…+80 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/dom-m18-76v-0113-sa_02/;"Под заказ от 3 нед.";"Цилиндрический с резьбой";;"Латунь никелированная";;Кабель;"-25…+80 °С";;;PNP;НО/НЗ;;"Датчик цветных меток";;"5 - 10";;;;;;;;;Зеленый;IP67;;;;;;;;
