name;price;info;link;is_available;Исполнение;Модификация;"Тип корпуса";"Расстояние срабатывания Sn, мм";"Размер корпуса";"Конструкция корпуса";"Схема выхода";"Функция выхода";"Материал корпуса";"Степень защиты корпуса";"Обозначение резьбы";"Регулировка чувствительности";"Вид взрывозащиты";Особенности;"Защита коммутационного элемента";"Длина кабеля, м";"Габаритный размер, мм";"Ширина щели, мм";"Диапазон частот контроля, Гц";"Первоначальная задержка включения";"Аналоговый выход";"Рабочая зона, мм";"Степень защиты";"Регулировка задержки срабатывания"
"Индуктивный датчик
ВБИ-Ф25-10УР-2123-С";"5 315 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 8; Размер корпуса: ? 25х50 мм; Схема выхода: NPN; Функция выхода: НО/НЗ; Материал корпуса: Полиамид; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f25-10ur-2123-s/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";фланцевый;8;"? 25х50 мм";;NPN;НО/НЗ;Полиамид;IP67;;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф270-110Р-2113-СА";"27 204 ?
Цена с НДС 20%";"Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 150; Размер корпуса: ? 170х330 мм; Схема выхода: PNP; Функция выхода: НО/НЗ; Регулировка чувствительности: Потенциометр многооборотный; Материал корпуса: Полиамид; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f270-110r-2113-sa/;"Под заказ от 3 нед.";;"Стандартное расстояние срабатывания";фланцевый;150;"? 170х330 мм";;PNP;НО/НЗ;Полиамид;IP67;;"Потенциометр многооборотный";;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф270-110Р-2123-СА";"27 204 ?
Цена с НДС 20%";"Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 150; Размер корпуса: ? 170х330 мм; Схема выхода: NPN; Функция выхода: НО/НЗ; Регулировка чувствительности: Потенциометр многооборотный; Материал корпуса: Полиамид; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f270-110r-2123-sa/;"Под заказ от 3 нед.";;"Стандартное расстояние срабатывания";фланцевый;150;"? 170х330 мм";;NPN;НО/НЗ;Полиамид;IP67;;"Потенциометр многооборотный";;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф270-110Р-2131-ЛА";"26 676 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 150; Размер корпуса: ? 170х330 мм; Схема выхода: двухпроводной DC; Функция выхода: НО; Регулировка чувствительности: Потенциометр многооборотный; Материал корпуса: Полиамид; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f270-110r-2131-la/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";фланцевый;150;"? 170х330 мм";;"двухпроводной DC";НО;Полиамид;IP67;;"Потенциометр многооборотный";;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф270-110Р-2132-ЛА";"26 676 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 150; Размер корпуса: ? 170х330 мм; Схема выхода: двухпроводной DC; Функция выхода: НЗ; Регулировка чувствительности: Потенциометр многооборотный; Материал корпуса: Полиамид; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f270-110r-2132-la/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";фланцевый;150;"? 170х330 мм";;"двухпроводной DC";НЗ;Полиамид;IP67;;"Потенциометр многооборотный";;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф270-110С-2113-СА";"27 072 ?
Цена с НДС 20%";"Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 150; Размер корпуса: ? 170х330 мм; Схема выхода: PNP; Функция выхода: НО/НЗ; Регулировка чувствительности: Потенциометр многооборотный; Материал корпуса: Полиамид; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f270-110s-2113-sa/;"Под заказ от 3 нед.";;"Стандартное расстояние срабатывания";фланцевый;150;"? 170х330 мм";;PNP;НО/НЗ;Полиамид;IP67;;"Потенциометр многооборотный";;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф270-110С-2123-СА";"27 072 ?
Цена с НДС 20%";"Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 150; Размер корпуса: ? 170х330 мм; Схема выхода: NPN; Функция выхода: НО/НЗ; Регулировка чувствительности: Потенциометр многооборотный; Материал корпуса: Полиамид; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f270-110s-2123-sa/;"Под заказ от 3 нед.";;"Стандартное расстояние срабатывания";фланцевый;150;"? 170х330 мм";;NPN;НО/НЗ;Полиамид;IP67;;"Потенциометр многооборотный";;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф270-110С-2131-ЛА";"26 364 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 150; Размер корпуса: ? 170х330 мм; Схема выхода: двухпроводной DC; Функция выхода: НО; Регулировка чувствительности: Потенциометр многооборотный; Материал корпуса: Полиамид; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f270-110s-2131-la/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";фланцевый;150;"? 170х330 мм";;"двухпроводной DC";НО;Полиамид;IP67;;"Потенциометр многооборотный";;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф270-110С-2132-ЛА";"26 364 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 150; Размер корпуса: ? 170х330 мм; Схема выхода: двухпроводной DC; Функция выхода: НЗ; Регулировка чувствительности: Потенциометр многооборотный; Материал корпуса: Полиамид; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f270-110s-2132-la/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";фланцевый;150;"? 170х330 мм";;"двухпроводной DC";НЗ;Полиамид;IP67;;"Потенциометр многооборотный";;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф270-110С-2241-ЛА";"26 520 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 150; Размер корпуса: ? 170х330 мм; Схема выхода: двухпроводной AC; Функция выхода: НО; Регулировка чувствительности: Потенциометр многооборотный; Материал корпуса: Полиамид; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f270-110s-2241-la/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";фланцевый;150;"? 170х330 мм";;"двухпроводной AC";НО;Полиамид;IP67;;"Потенциометр многооборотный";;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф270-110С-2242-ЛА";"26 520 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 150; Размер корпуса: ? 170х330 мм; Схема выхода: двухпроводной AC; Функция выхода: НЗ; Регулировка чувствительности: Потенциометр многооборотный; Материал корпуса: Полиамид; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f270-110s-2242-la/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";фланцевый;150;"? 170х330 мм";;"двухпроводной AC";НЗ;Полиамид;IP67;;"Потенциометр многооборотный";;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-40К-1134-Л";"8 321 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 25; Размер корпуса: ? 60х95 мм; Схема выхода: двухпроводной DC; Функция выхода: НО/НЗ прогр.; Материал корпуса: Полиамид; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f60-40k-1134-l/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";фланцевый;25;"? 60х95 мм";;"двухпроводной DC";"НО/НЗ прогр.";Полиамид;IP67;;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-40К-2244-Л";"7 933 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 35; Размер корпуса: ? 60х95 мм; Схема выхода: двухпроводной AC; Функция выхода: НО/НЗ прогр.; Материал корпуса: Полиамид; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f60-40k-2244-l/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";фланцевый;35;"? 60х95 мм";;"двухпроводной AC";"НО/НЗ прогр.";Полиамид;IP67;;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-40Р-1113-С";"5 940 ?
Цена с НДС 20%";"Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 25; Размер корпуса: ? 60х60 мм; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Полиамид; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f60-40r-1113-s/;"Под заказ от 3 нед.";;"Стандартное расстояние срабатывания";фланцевый;25;"? 60х60 мм";;PNP;НО/НЗ;Полиамид;IP67;;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-40Р-1123-С";"5 940 ?
Цена с НДС 20%";"Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 25; Размер корпуса: ? 60х60 мм; Схема выхода: NPN; Функция выхода: НО/НЗ; Материал корпуса: Полиамид; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f60-40r-1123-s/;"Под заказ от 3 нед.";;"Стандартное расстояние срабатывания";фланцевый;25;"? 60х60 мм";;NPN;НО/НЗ;Полиамид;IP67;;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-40Р-2113-С";"5 940 ?
Цена с НДС 20%";"Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 35; Размер корпуса: ? 60х60 мм; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Полиамид; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f60-40r-2113-s/;"Под заказ от 3 нед.";;"Стандартное расстояние срабатывания";фланцевый;35;"? 60х60 мм";;PNP;НО/НЗ;Полиамид;IP67;;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-40Р-2123-С";"5 940 ?
Цена с НДС 20%";"Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 35; Размер корпуса: ? 60х60 мм; Схема выхода: NPN; Функция выхода: НО/НЗ; Материал корпуса: Полиамид; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f60-40r-2123-s/;"Под заказ от 3 нед.";;"Стандартное расстояние срабатывания";фланцевый;35;"? 60х60 мм";;NPN;НО/НЗ;Полиамид;IP67;;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-40Р-2131-Л";"5 261 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 35; Размер корпуса: ? 60х60 мм; Схема выхода: двухпроводной DC; Функция выхода: НО; Материал корпуса: Полиамид; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f60-40r-2131-l/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";фланцевый;35;"? 60х60 мм";;"двухпроводной DC";НО;Полиамид;IP67;;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-40С-1113-З.Ех";"9 836 ?
Цена с НДС 20%";"Исполнение: Взрывозащищенное; Модификация: Стандартное расстояние срабатывания; Вид взрывозащиты: «mb» герметизация компаундом; Тип корпуса: фланцевый; Размер корпуса: ? 60х60 мм; Схема выхода: PNP; Функция выхода: НО/НЗ; Расстояние срабатывания Sn, мм: 25; Материал корпуса: Полиамид; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f60-40s-1113-z_eh/;"Под заказ от 3 нед.";Взрывозащищенное;"Стандартное расстояние срабатывания";фланцевый;25;"? 60х60 мм";;PNP;НО/НЗ;Полиамид;IP67;;;"«mb» герметизация компаундом";;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-40С-1113-С";"5 400 ?
Цена с НДС 20%";"Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 25; Размер корпуса: ? 60х60 мм; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Полиамид; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f60-40s-1113-s/;"Под заказ от 3 нед.";;"Стандартное расстояние срабатывания";фланцевый;25;"? 60х60 мм";;PNP;НО/НЗ;Полиамид;IP67;;;;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-40С-1123-З.Ех";"9 942 ?
Цена с НДС 20%";"Исполнение: Взрывозащищенное; Модификация: Стандартное расстояние срабатывания; Вид взрывозащиты: «mb» герметизация компаундом; Тип корпуса: фланцевый; Размер корпуса: ? 60х60 мм; Схема выхода: NPN; Функция выхода: НО/НЗ; Расстояние срабатывания Sn, мм: 25; Материал корпуса: Полиамид; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f60-40s-1123-z_eh/;"Под заказ от 3 нед.";Взрывозащищенное;"Стандартное расстояние срабатывания";фланцевый;25;"? 60х60 мм";;NPN;НО/НЗ;Полиамид;IP67;;;"«mb» герметизация компаундом";;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-40С-1123-С";"5 400 ?
Цена с НДС 20%";"Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 25; Размер корпуса: ? 60х60 мм; Схема выхода: NPN; Функция выхода: НО/НЗ; Материал корпуса: Полиамид; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f60-40s-1123-s/;"Под заказ от 3 нед.";;"Стандартное расстояние срабатывания";фланцевый;25;"? 60х60 мм";;NPN;НО/НЗ;Полиамид;IP67;;;;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-40С-2113-З.Ех";"9 871 ?
Цена с НДС 20%";"Исполнение: Взрывозащищенное; Модификация: Стандартное расстояние срабатывания; Вид взрывозащиты: «mb» герметизация компаундом; Тип корпуса: фланцевый; Размер корпуса: ? 60х60 мм; Схема выхода: PNP; Функция выхода: НО/НЗ; Расстояние срабатывания Sn, мм: 35; Материал корпуса: Полиамид; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f60-40s-2113-z_eh/;"Под заказ от 3 нед.";Взрывозащищенное;"Стандартное расстояние срабатывания";фланцевый;35;"? 60х60 мм";;PNP;НО/НЗ;Полиамид;IP67;;;"«mb» герметизация компаундом";;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-40С-2113-С";"5 400 ?
Цена с НДС 20%";"Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 35; Размер корпуса: ? 60х60 мм; Схема выхода: PNP; Функция выхода: НО; Материал корпуса: Полиамид; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f60-40s-2113-s/;"Под заказ от 3 нед.";;"Стандартное расстояние срабатывания";фланцевый;35;"? 60х60 мм";;PNP;НО;Полиамид;IP67;;;;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-40С-2123-З.Ех";"9 778 ?
Цена с НДС 20%";"Исполнение: Взрывозащищенное; Модификация: Стандартное расстояние срабатывания; Вид взрывозащиты: «mb» герметизация компаундом; Тип корпуса: фланцевый; Размер корпуса: ? 60х60 мм; Схема выхода: NPN; Функция выхода: НО/НЗ; Расстояние срабатывания Sn, мм: 35; Материал корпуса: Полиамид; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f60-40s-2123-z_eh/;"Под заказ от 3 нед.";Взрывозащищенное;"Стандартное расстояние срабатывания";фланцевый;35;"? 60х60 мм";;NPN;НО/НЗ;Полиамид;IP67;;;"«mb» герметизация компаундом";;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-40С-2123-С";"5 400 ?
Цена с НДС 20%";"Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 35; Размер корпуса: ? 60х60 мм; Схема выхода: NPN; Функция выхода: НО/НЗ; Материал корпуса: Полиамид; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f60-40s-2123-s/;"Под заказ от 3 нед.";;"Стандартное расстояние срабатывания";фланцевый;35;"? 60х60 мм";;NPN;НО/НЗ;Полиамид;IP67;;;;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-40У-1113-З.18";"8 351 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 25; Размер корпуса: ? 60х60 мм; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Полиамид; Степень защиты корпуса: IP68";https://sensor-com.ru/sensors/vbi-f60-40u-1113-z_18/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";фланцевый;25;"? 60х60 мм";;PNP;НО/НЗ;Полиамид;IP68;;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-40У-1131-Л.18";"8 748 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 25; Размер корпуса: ? 60х60 мм; Схема выхода: двухпроводной DC; Функция выхода: НО; Материал корпуса: Полиамид; Степень защиты корпуса: IP68";https://sensor-com.ru/sensors/vbi-f60-40u-1131-l_18/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";фланцевый;25;"? 60х60 мм";;"двухпроводной DC";НО;Полиамид;IP68;;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-40У-1242-Л";"5 340 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 25; Размер корпуса: ? 60х60 мм; Схема выхода: двухпроводной AC; Функция выхода: НЗ; Материал корпуса: Полиамид; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f60-40u-1242-l/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";фланцевый;25;"? 60х60 мм";;"двухпроводной AC";НЗ;Полиамид;IP67;;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-40У-2113-З.18";"8 448 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 35; Размер корпуса: ? 60х60 мм; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Полиамид; Степень защиты корпуса: IP68";https://sensor-com.ru/sensors/datchik-vbi-f60-40u-2113-z_18_-2/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";фланцевый;35;"? 60х60 мм";;PNP;НО/НЗ;Полиамид;IP68;;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-40У-2113-С";"5 280 ?
Цена с НДС 20%";"Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 35; Размер корпуса: ? 60х60 мм; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Полиамид; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f60-40u-2113-s/;"Под заказ от 3 нед.";;"Стандартное расстояние срабатывания";фланцевый;35;"? 60х60 мм";;PNP;НО/НЗ;Полиамид;IP67;;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-40У-2123-З.18";"8 752 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 35; Размер корпуса: ? 60х60 мм; Схема выхода: NPN; Функция выхода: НО/НЗ; Материал корпуса: Полиамид; Степень защиты корпуса: IP68";https://sensor-com.ru/sensors/vbi-f60-40u-2123-z_18/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";фланцевый;35;"? 60х60 мм";;NPN;НО/НЗ;Полиамид;IP68;;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-40У-2123-С";"5 280 ?
Цена с НДС 20%";"Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 35; Размер корпуса: ? 60х60 мм; Схема выхода: NPN; Функция выхода: НО/НЗ; Материал корпуса: Полиамид; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f60-40u-2123-s/;"Под заказ от 3 нед.";;"Стандартное расстояние срабатывания";фланцевый;35;"? 60х60 мм";;NPN;НО/НЗ;Полиамид;IP67;;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-40У-2132-Л";"3 618 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 35; Размер корпуса: ? 60х60 мм; Схема выхода: двухпроводной DC; Функция выхода: НЗ; Материал корпуса: Полиамид; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f60-40u-2132-l/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";фланцевый;35;"? 60х60 мм";;"двухпроводной DC";НЗ;Полиамид;IP67;;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-40У-2242-Л";"5 690 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 35; Размер корпуса: ? 60х60 мм; Схема выхода: двухпроводной AC; Функция выхода: НЗ; Материал корпуса: Полиамид; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f60-40u-2242-l/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";фланцевый;35;"? 60х60 мм";;"двухпроводной AC";НЗ;Полиамид;IP67;;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-45К-1113-С";"9 384 ?
Цена с НДС 20%";"Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 25; Размер корпуса: ? 60х60 мм; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Полиамид; Степень защиты корпуса: IP68";https://sensor-com.ru/sensors/vbi-f60-45k-1113-s/;"Под заказ от 3 нед.";;"Стандартное расстояние срабатывания";фланцевый;25;"? 60х60 мм";;PNP;НО/НЗ;Полиамид;IP68;;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-45К-1123-С";"9 360 ?
Цена с НДС 20%";"Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 25; Размер корпуса: ? 60х60 мм; Схема выхода: NPN; Функция выхода: НО/НЗ; Материал корпуса: Полиамид; Степень защиты корпуса: IP68";https://sensor-com.ru/sensors/vbi-f60-45k-1123-s/;"Под заказ от 3 нед.";;"Стандартное расстояние срабатывания";фланцевый;25;"? 60х60 мм";;NPN;НО/НЗ;Полиамид;IP68;;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф60-45К-2113-С";"9 360 ?
Цена с НДС 20%";"Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 35; Размер корпуса: ? 60х60 мм; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Полиамид; Степень защиты корпуса: IP68";https://sensor-com.ru/sensors/vbi-f60-45k-2113-s/;"Под заказ от 3 нед.";;"Стандартное расстояние срабатывания";фланцевый;35;"? 60х60 мм";;PNP;НО/НЗ;Полиамид;IP68;;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф80-40В-2113-С.9";"23 770 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация:; Тип корпуса: фланцевый; Размер корпуса: ? 80х80 мм; Расстояние срабатывания Sn, мм: 50; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Полиамид; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f80-40v-2113-s_9/;"Под заказ от 3 нед.";Общепромышленное;;фланцевый;50;"? 80х80 мм";;PNP;НО/НЗ;Полиамид;IP67;;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф80-40В-2121-С";"9 204 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 50; Размер корпуса: ? 80х80 мм; Схема выхода: NPN; Функция выхода: НО; Материал корпуса: Полиамид; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f80-40v-2121-s/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";фланцевый;50;"? 80х80 мм";;NPN;НО;Полиамид;IP67;;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-Ф80-40В-2123-С";"9 360 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: фланцевый; Расстояние срабатывания Sn, мм: 50; Размер корпуса: ? 80х80 мм; Схема выхода: NPN; Функция выхода: НО/НЗ; Материал корпуса: Полиамид; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-f80-40v-2123-s/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";фланцевый;50;"? 80х80 мм";;NPN;НО/НЗ;Полиамид;IP67;;;;;;;;;;;;;;
